GENESIS-Tabelle: 12411-0017
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2010;09561;Ansbach, kreisfreie Stadt;501;497;676;986;652;437;1227;1233;1171;1105;1525;1571;1441;1245;1145;2093;1569;466;511;627;946;617;499;1330;1286;1189;1229;1431;1683;1586;1333;1245;2409;2792
31.12.2010;09562;Erlangen, kreisfreie Stadt;1515;1410;1850;2336;1412;1027;3837;4840;4210;3253;4018;4412;3772;2877;2532;4782;3679;1424;1294;1724;2355;1331;1137;3979;4593;3671;3071;3952;4375;3531;3093;2783;5583;5971
31.12.2010;09563;Fürth, kreisfreie Stadt;1611;1501;2073;2781;1821;1338;3467;3697;3790;3670;4827;5073;4372;3463;3058;5678;3430;1394;1492;1903;2614;1663;1237;3590;3891;3907;3690;4672;5011;4358;3761;3297;6436;6062
31.12.2010;09564;Nürnberg, kreisfreie Stadt;6613;6326;8270;10530;6628;4909;15848;18374;18383;16905;21060;20942;17757;14728;13831;26312;17315;6380;6050;7741;9998;6073;4755;17334;19305;18188;16263;19335;19569;17531;16163;15282;30551;30415
31.12.2010;09565;Schwabach, kreisfreie Stadt;471;527;703;1077;643;415;1088;1106;1018;1135;1680;1703;1448;1135;1095;2180;1269;472;505;694;966;643;413;1104;996;1081;1230;1708;1746;1411;1273;1252;2431;2261
31.12.2010;09571;Ansbach, Landkreis;2291;2447;3558;5462;3542;2516;5833;5129;4854;5382;7369;8118;7183;6194;4954;8512;6168;2093;2309;3295;5111;3297;2321;5202;4788;4833;5371;7379;7578;7053;5840;4725;9065;10153
31.12.2010;09572;Erlangen-Höchstadt, Landkreis;1750;1836;2584;3772;2310;1621;3833;3593;3512;4042;5422;5991;5473;4678;3991;6820;4109;1657;1759;2443;3518;2182;1479;3651;3430;3666;3944;5565;5958;5425;4596;3786;7073;5979
31.12.2010;09573;Fürth, Landkreis;1443;1352;1980;2938;1992;1413;3093;2810;3098;3435;4777;5234;4883;4023;3511;6556;3936;1296;1386;1920;2859;1711;1223;2795;2873;2946;3330;5177;5559;4577;3866;3651;7082;6085
31.12.2010;09574;Nürnberger Land, Landkreis;2018;2045;3034;4425;2824;2045;4519;4037;4178;4801;7185;7632;6767;5444;4958;9550;5973;1856;1904;2894;4097;2723;1862;4141;4146;4251;5045;7215;7380;6510;5697;5078;10360;9666
31.12.2010;09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;1150;1288;1980;2841;1806;1310;3111;2693;2555;2761;3943;4481;3956;3472;2894;4772;3350;1111;1207;1792;2697;1764;1250;2742;2512;2494;2843;3999;4204;3802;3273;2620;5170;5715
31.12.2010;09576;Roth, Landkreis;1532;1623;2407;3587;2327;1577;3715;3273;3227;3585;5421;5795;5064;4082;3585;6539;4051;1469;1548;2239;3491;2175;1456;3432;3175;3270;3772;5359;5654;4858;4069;3518;6977;6334
31.12.2010;09577;Weißenburg-Gunzenhausen, Landkreis;1183;1200;1796;2748;1703;1203;2976;2464;2461;2689;3530;4153;3688;3162;2740;4732;3333;1025;1147;1781;2471;1653;1125;2553;2379;2289;2511;3535;3882;3654;3012;2670;5254;5624
31.12.2010;09661;Aschaffenburg, kreisfreie Stadt;915;887;1223;1627;990;666;2118;2247;2204;2187;2660;2890;2558;2183;1896;3368;2390;839;872;1145;1607;973;694;2081;2370;2245;2181;2729;2869;2565;2350;2019;3915;4215
31.12.2010;09662;Schweinfurt, kreisfreie Stadt;657;645;885;1158;744;631;1811;1804;1552;1469;1878;2121;1929;1653;1517;2955;2316;639;637;820;1087;723;603;1757;1717;1484;1406;1836;1917;1984;1842;1621;3530;4087
31.12.2010;09663;Würzburg, kreisfreie Stadt;1423;1302;1706;2251;1364;1263;6131;6946;5196;3927;4399;5877;4277;3336;2960;5691;4352;1398;1225;1588;2186;1365;1518;8586;7063;4711;3480;4838;6235;4455;3762;3389;7233;8366
31.12.2010;09671;Aschaffenburg, Landkreis;2081;2138;3191;4919;3160;2263;5178;4687;4463;4826;7291;8112;7125;6003;5161;8859;6128;1973;2089;3175;4445;3036;2055;4667;4527;4424;5259;7463;7975;6795;5835;4932;9363;9069
31.12.2010;09672;Bad Kissingen, Landkreis;1164;1203;1867;2630;1868;1289;3187;2862;2556;2808;4004;4514;4247;3741;3185;5614;4207;1073;1264;1798;2727;1800;1206;2704;2530;2498;2999;3893;4337;4175;3659;3101;6358;7233
31.12.2010;09673;Rhön-Grabfeld, Landkreis;967;1034;1536;2393;1540;1087;2624;2253;2151;2479;3403;3770;3398;3041;2532;4167;3172;901;1014;1572;2164;1516;1048;2204;2053;2147;2466;3232;3458;3271;2831;2274;4376;4842
31.12.2010;09674;Haßberge, Landkreis;969;1115;1641;2432;1612;1150;2695;2486;2256;2546;3426;3911;3751;3113;2565;4056;2798;983;966;1522;2367;1488;1073;2446;2347;2037;2446;3326;3743;3523;2897;2281;4306;4737
31.12.2010;09675;Kitzingen, Landkreis;1008;1101;1672;2460;1727;1214;2762;2522;2406;2677;3908;4092;3463;3065;2626;4194;3110;984;1090;1621;2284;1591;1055;2621;2415;2413;2674;3627;3832;3345;2834;2459;4507;5038
31.12.2010;09676;Miltenberg, Landkreis;1572;1754;2538;3811;2539;1654;4015;3519;3386;3786;5540;5679;5088;4400;3634;6642;4466;1503;1605;2386;3545;2196;1541;3403;3407;3505;3975;5292;5459;4930;4263;3532;6959;6817
31.12.2010;09677;Main-Spessart, Landkreis;1430;1525;2321;3506;2321;1668;3941;3439;3363;3644;5202;5886;5344;4691;3881;6681;4696;1345;1452;2259;3272;2206;1556;3450;3125;3237;3714;5204;5538;5061;4457;3656;7089;7601
31.12.2010;09678;Schweinfurt, Landkreis;1349;1359;2063;3208;2219;1547;3586;3076;2825;3044;4500;5278;4718;4127;3278;5952;4136;1179;1245;2042;3021;1995;1423;3061;2866;2921;3163;4483;4992;4587;3918;3173;6377;6292
31.12.2010;09679;Würzburg, Landkreis;1993;2123;3049;4318;2837;1975;4919;4585;4411;4666;6504;7169;6684;5591;4845;7992;5503;1942;1998;2888;4071;2588;1901;4619;4254;4529;4793;6459;7270;6692;5631;4862;8199;7928
31.12.2010;09761;Augsburg, kreisfreie Stadt;3608;3495;4296;5726;3591;2765;9559;9902;9128;8626;10530;11101;9247;7424;6868;13444;9035;3432;3191;4254;5549;3483;2925;10370;9689;8589;7919;9895;10319;9014;8047;7758;15668;16261
31.12.2010;09762;Kaufbeuren, kreisfreie Stadt;506;544;820;1101;617;503;1272;1240;1198;1138;1512;1721;1578;1261;1137;2259;1636;532;557;716;978;657;460;1229;1206;1154;1189;1591;1742;1572;1361;1299;2591;2966
31.12.2010;09763;Kempten (Allgäu), kreisfreie Stadt;826;858;1122;1509;963;675;2112;2078;1791;1683;2242;2144;2068;1743;1832;3531;2467;759;801;1095;1421;946;703;2118;2076;1811;1804;2212;2279;2189;2035;1976;4102;4089
31.12.2010;09764;Memmingen, kreisfreie Stadt;577;510;767;1064;677;499;1243;1262;1334;1250;1567;1637;1492;1237;1118;2224;1441;497;568;735;1013;610;473;1217;1262;1226;1181;1463;1570;1538;1393;1201;2500;2679
31.12.2010;09771;Aichach-Friedberg, Landkreis;1643;1793;2640;3903;2420;1620;3816;3384;3476;4008;5764;6000;5064;3989;3480;6524;3853;1599;1629;2601;3727;2254;1529;3486;3286;3617;4066;5655;5770;4988;3948;3562;6891;5970
31.12.2010;09772;Augsburg, Landkreis;2989;3322;4837;6978;4621;3126;7119;6239;6368;7147;10267;11060;9454;7620;6770;12684;7683;2892;3043;4699;6648;4346;2982;6548;6121;6437;7393;10466;10762;9114;7754;6912;13488;12179
31.12.2010;09773;Dillingen an der Donau, Landkreis;1209;1297;1964;2823;1862;1316;3111;2720;2597;2908;3891;4159;3631;3059;2568;4441;2956;1173;1216;1840;2720;1805;1209;2721;2388;2560;2853;3753;3974;3582;3033;2586;4714;4900
31.12.2010;09774;Günzburg, Landkreis;1637;1752;2485;3605;2207;1623;3936;3378;3343;3814;5170;5372;4754;3946;3280;5937;3736;1562;1582;2340;3350;2122;1512;3455;3294;3291;3818;4912;5196;4621;3735;3228;6222;6236
31.12.2010;09775;Neu-Ulm, Landkreis;2221;2214;3350;4544;2855;1993;5171;5167;4859;5271;6865;7136;6386;5247;4647;8731;5372;2246;2242;3145;4363;2559;1835;4914;4995;4715;5096;6500;6769;6229;5462;4672;9307;8383
31.12.2010;09776;Lindau (Bodensee), Landkreis;944;1022;1627;2250;1392;1020;2218;2022;2078;2332;3447;3502;2945;2269;2289;4565;3115;906;1031;1444;2260;1317;944;2038;1945;2102;2441;3410;3531;2883;2374;2306;4991;4809
31.12.2010;09777;Ostallgäu, Landkreis;1667;1870;2753;4019;2533;1750;4060;3618;3630;3939;5680;5731;5052;4221;3902;7108;4734;1670;1829;2667;3873;2371;1665;3581;3432;3514;4061;5418;5786;4993;4165;3820;7455;7314
31.12.2010;09778;Unterallgäu, Landkreis;1754;1834;2753;4265;2626;1841;4051;3615;3626;4177;5698;6008;4966;4274;3859;7000;4828;1681;1741;2685;3975;2573;1705;3671;3325;3610;3996;5438;5666;4894;4094;3803;7682;7652
31.12.2010;09779;Donau-Ries, Landkreis;1710;1801;2686;3796;2378;1687;4140;3866;3821;4240;5439;5740;5059;4288;3658;6421;4279;1627;1720;2527;3591;2287;1527;3570;3331;3537;4050;4879;5339;4770;4050;3381;6780;6892
31.12.2010;09780;Oberallgäu, Landkreis;1819;1938;2870;4317;2755;1935;4404;3808;3749;4447;6169;6586;5616;4458;4462;8706;5241;1702;1852;2765;3994;2520;1797;3833;3777;4144;4564;6389;6464;5627;4781;4820;9298;8319
31.12.2010;10041;Regionalverband Saarbrücken, Landkreis;3676;3784;5162;7470;4756;3628;10475;10646;9648;9241;12298;14314;13423;11631;10093;17797;12045;3539;3451;4886;7292;4607;3549;10541;10463;9356;8878;12308;14774;13381;12083;10589;21193;21356
31.12.2010;10042;Merzig-Wadern, Landkreis;1149;1258;1941;2640;1752;1221;3052;2858;2812;3092;4225;4570;4556;4041;3071;5486;3846;1081;1150;1801;2659;1670;1172;2735;2682;2775;3127;4003;4523;4280;3911;3050;6212;6442
31.12.2010;10043;Neunkirchen, Landkreis;1391;1494;2136;3262;2154;1593;4142;3854;3471;3562;5309;6105;5966;4998;4301;7762;5404;1337;1371;1979;3112;2058;1457;3819;3512;3444;3632;5228;6035;5788;5073;4231;9215;9052
31.12.2010;10044;Saarlouis, Landkreis;2118;2264;3320;4815;3211;2435;6114;5786;5534;5533;7939;9034;8618;7816;6235;10864;7817;2088;2174;3130;4686;3170;2227;5615;5276;5229;5511;7656;8798;8681;7726;6145;12846;12897
31.12.2010;10045;Saarpfalz-Kreis;1569;1594;2230;3502;2383;1716;4258;4137;3846;3971;5935;6605;6261;5511;4510;8297;6192;1495;1516;2221;3306;2219;1689;4063;3831;3814;3913;5858;6707;6298;5527;4602;9672;9992
31.12.2010;10046;Sankt Wendel, Landkreis;891;923;1469;2233;1563;1126;2660;2401;2307;2525;3593;4086;3987;3558;2736;5003;3614;902;945;1371;2146;1456;1031;2368;2210;2321;2468;3460;4019;3792;3433;2710;5452;5837
31.12.2010;11000;Berlin, kreisfreie Stadt;49884;45322;55242;67846;39187;29622;113956;136677;135314;121244;145058;156584;123338;104604;90707;185422;95431;47307;42797;52431;64670;37177;28911;120456;140337;129515;112340;134179;147810;119327;110306;97495;210953;169276
31.12.2010;12051;Brandenburg an der Havel, kreisfreie Stadt;840;786;922;1170;604;494;2516;2501;2265;1816;2444;3202;3008;2798;1893;5261;2763;828;722;942;1010;555;467;2283;2235;1814;1503;2302;3017;2890;2843;2028;6119;4937
31.12.2010;12052;Cottbus, kreisfreie Stadt;1150;1052;1417;1611;795;730;4517;4314;3547;2666;3687;4490;4081;3940;2679;6165;3414;1178;1037;1252;1540;729;746;3965;3357;2790;2438;3397;4455;4230;4225;2882;7404;6211
31.12.2010;12053;Frankfurt (Oder), kreisfreie Stadt;709;691;854;990;541;415;2274;2164;1840;1574;2007;2686;2659;2639;1689;3484;2093;661;681;774;1019;463;453;2271;1789;1582;1430;1915;2749;2720;2657;1775;4356;3726
31.12.2010;12054;Potsdam, kreisfreie Stadt;2645;2363;2794;2752;1311;1079;5410;6348;6326;5326;6124;6658;5498;5043;3602;7939;4823;2401;2282;2630;2752;1239;1115;6179;6601;6109;4982;5616;6293;5312;5330;3768;9807;8449
31.12.2010;12060;Barnim, Landkreis;2197;2173;2895;3465;1659;1274;5388;5157;5043;5173;7241;9142;8199;7428;4942;10969;5597;2048;2079;2664;3253;1584;1221;4882;4571;4916;4735;6847;8822;7861;7232;4997;11869;9325
31.12.2010;12061;Dahme-Spreewald, Landkreis;1950;1947;2634;3219;1615;1221;4709;4621;4584;4624;6716;8174;7358;6405;4324;10344;5918;1876;1794;2512;3195;1517;1161;4078;4187;4241;4340;6492;7622;6864;6288;4246;11423;9606
31.12.2010;12062;Elbe-Elster, Landkreis;1092;1116;1631;2032;1053;874;3514;3381;2976;3278;4398;5391;5296;4878;3082;7324;4259;1134;1149;1548;1983;992;741;2720;2548;2388;2763;4002;5086;4979;4695;3218;8484;7970
31.12.2010;12063;Havelland, Landkreis;1927;1901;2880;3873;1889;1332;4698;3934;3967;4217;6648;8439;6899;5938;3980;9390;4724;1759;1828;2713;3543;1749;1218;4007;3647;3991;4319;6854;7816;6448;5777;4119;10387;8080
31.12.2010;12064;Märkisch-Oderland, Landkreis;2239;2288;3074;3591;1878;1376;6033;5211;5305;5463;7737;10237;9402;8146;5338;11161;6614;2132;2054;2827;3544;1776;1270;5044;4546;5097;4986;7335;9894;8585;7717;5251;12507;10844
31.12.2010;12065;Oberhavel, Landkreis;2577;2679;3713;4498;2292;1566;5766;5588;5612;5535;8707;10925;9068;7875;5317;12201;6542;2387;2522;3582;4303;2129;1471;5117;5098;5621;5735;8821;10124;8456;7641;5353;13635;10668
31.12.2010;12066;Oberspreewald-Lausitz, Landkreis;1222;1201;1624;2169;1073;903;3643;3734;3463;3402;4831;5920;5367;5084;3413;8288;4688;1224;1154;1552;1990;958;815;3324;2841;2675;2871;4262;5387;5125;5001;3626;10152;8697
31.12.2010;12067;Oder-Spree, Landkreis;2103;1986;2804;3537;1758;1415;5748;5378;5314;5208;7417;9026;8382;7929;5090;11838;6662;1973;2057;2599;3246;1589;1211;4776;4553;4535;4617;6788;8770;7997;7793;5239;13376;11145
31.12.2010;12068;Ostprignitz-Ruppin, Landkreis;1203;1160;1538;1920;976;775;3376;3262;2966;2887;4079;5224;4973;4586;2853;6113;3528;1078;1086;1440;1884;1003;722;2789;2590;2619;2420;3641;4850;4819;4317;2850;6861;6480
31.12.2010;12069;Potsdam-Mittelmark, Landkreis;2456;2765;3845;4851;2259;1547;5785;5123;5394;5940;8686;11165;9609;8442;5381;11873;6555;2398;2553;3748;4684;2167;1444;4978;4524;5455;5881;8906;10544;9009;7970;5325;12909;10899
31.12.2010;12070;Prignitz, Landkreis;786;832;1170;1505;770;642;2728;2368;2051;2024;2857;4179;3922;3560;2399;5347;3311;769;768;1055;1387;771;573;2190;1816;1721;1766;2881;3897;3694;3497;2419;6383;5985
31.12.2010;12071;Spree-Neiße, Landkreis;1272;1311;1775;2352;1093;897;3936;3741;3385;3399;4987;6551;6328;5880;3631;8073;4664;1156;1219;1627;2177;1063;851;3091;2753;2777;2988;4697;6040;5855;5597;3676;9217;8341
31.12.2010;12072;Teltow-Fläming, Landkreis;1983;2059;2823;3428;1750;1267;5088;4854;4573;4724;6974;8557;7182;6191;4265;9529;5109;1928;1887;2609;3244;1629;1207;4448;4328;4339;4446;6618;7841;6733;5942;4181;10763;8887
31.12.2010;12073;Uckermark, Landkreis;1430;1386;1902;2428;1308;1013;4124;3723;3404;3445;5030;6537;6411;5729;3948;8264;4716;1274;1312;1847;2351;1208;929;3305;2824;2974;3070;4598;6110;5851;5605;3954;9610;8118
31.12.2010;13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);745;659;762;854;415;441;3006;2824;2055;1399;1669;2038;1920;1827;1300;2602;1582;716;616;727;795;404;560;3681;2774;1748;1223;1624;2006;1985;2045;1419;3143;3046
31.12.2010;13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);819;781;995;1112;481;500;2706;2469;2203;1740;2005;2719;2747;2713;1842;3719;2154;860;743;891;1024;496;548;2491;2108;1813;1486;1977;2840;2876;3034;2009;4649;3732
31.12.2010;13003;Rostock, kreisfreie Stadt;2731;2285;2800;3060;1406;1433;9547;9646;7518;5468;6960;8242;7364;6986;4882;12307;7038;2588;2238;2626;2825;1373;1586;9713;8330;6094;4518;6191;7630;7226;7202;5514;15290;12118
31.12.2010;13004;Schwerin, kreisfreie Stadt;1242;1119;1483;1499;787;702;3266;3298;3277;2638;3453;3964;3632;3622;2645;5643;3462;1159;1073;1409;1501;731;749;3393;3024;2831;2345;3089;3952;3767;4039;2813;7115;6498
31.12.2010;13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);723;660;798;928;440;404;2269;2212;1933;1433;1994;2431;2239;2129;1412;3691;2267;794;612;793;907;407;422;2168;1853;1781;1292;1827;2306;2215;2162;1619;4617;3932
31.12.2010;13006;Wismar, kreisfreie Stadt (bis 03.09.2011);534;462;588;672;298;331;1840;1875;1547;1219;1553;1870;1782;1658;1161;2744;1694;506;455;589;659;339;291;1659;1543;1179;966;1382;1745;1711;1663;1305;3342;3235
31.12.2010;13051;Bad Doberan, Landkreis (bis 03.09.2011);1422;1503;2119;2477;1159;854;3447;3146;3322;3331;4867;6259;5797;5386;3554;6812;3307;1422;1376;1911;2384;1108;792;2731;2822;3135;3143;4598;6024;5522;5244;3459;7132;5632
31.12.2010;13052;Demmin, Landkreis (bis 03.09.2011);935;935;1281;1590;832;616;2497;2177;2255;2164;3023;4168;4125;3575;2163;4406;2883;921;869;1188;1429;765;534;1912;1807;1859;1897;2810;3797;3738;3296;2107;5348;5564
31.12.2010;13053;Güstrow, Landkreis (bis 03.09.2011);1211;1157;1584;1995;1031;745;3252;2996;2869;2639;3864;5174;4760;4255;2626;5584;3528;1180;1198;1581;1867;916;737;2627;2522;2384;2323;3626;4685;4442;3958;2562;6684;6430
31.12.2010;13054;Ludwigslust, Landkreis (bis 03.09.2011);1508;1458;2130;2587;1263;1041;4115;3994;3724;3612;5010;6387;5802;5317;3438;6411;3699;1500;1438;2034;2439;1209;813;3258;3240;3196;3107;4661;5857;5488;5118;3297;7343;7070
31.12.2010;13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);851;855;1248;1485;741;521;2424;2149;2106;2132;3027;4147;3973;3529;2319;4457;2682;850;824;1191;1507;660;469;1816;1779;1935;1818;2796;3769;3781;3485;2174;5214;4795
31.12.2010;13056;Müritz, Landkreis (bis 03.09.2011);773;763;1048;1253;626;482;1999;1915;2001;1788;2478;3199;3108;2701;1849;3777;2106;760;742;1005;1213;586;443;1723;1717;1636;1622;2330;3007;2907;2691;1885;4476;4006
31.12.2010;13057;Nordvorpommern, Landkreis (bis 03.09.2011);1206;1142;1657;2064;1044;800;3183;2876;2979;2703;4128;5551;5216;4806;2985;6484;3615;1198;1171;1577;1952;957;631;2493;2484;2574;2661;3993;5041;4976;4595;2919;7551;6335
31.12.2010;13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);1516;1477;2168;2654;1341;880;3598;3299;3546;3588;4962;6099;5582;5012;3331;6009;3404;1425;1426;2049;2485;1157;795;2887;3024;3238;3322;4624;5519;5166;4593;3171;6657;6022
31.12.2010;13059;Ostvorpommern, Landkreis (bis 03.09.2011);1198;1207;1660;1971;1028;810;3219;3049;2935;2708;3933;5110;5190;4817;3139;6447;3810;1150;1144;1595;1851;944;701;2841;2675;2652;2458;3653;4887;4838;4519;3011;7300;6586
31.12.2010;13060;Parchim, Landkreis (bis 03.09.2011);1023;1073;1475;1958;976;754;3027;2702;2611;2630;3653;5071;4818;4515;2946;5562;3157;975;1002;1440;1817;900;626;2247;2127;2252;2320;3571;4755;4462;4356;2799;6327;5871
31.12.2010;13061;Rügen, Landkreis (bis 03.09.2011);786;754;977;1212;597;529;2126;2031;1757;1691;2481;3517;3371;2988;2022;4212;2330;737;698;920;1123;537;468;1953;1822;1593;1530;2348;3282;3137;2968;1984;4855;4190
31.12.2010;13062;Uecker-Randow, Landkreis (bis 03.09.2011);814;867;1101;1320;645;585;2263;2178;2050;1984;2653;3628;3729;3428;2031;4178;2697;761;785;1040;1272;590;493;1784;1653;1736;1642;2367;3274;3467;3173;2007;5030;4912
31.12.2010;13071;Mecklenburgische Seenplatte, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;13072;Rostock, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;13073;Vorpommern-Rügen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;13074;Nordwestmecklenburg, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;13075;Vorpommern-Greifswald, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;13076;Ludwigslust-Parchim, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14166;Plauen, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14171;Annaberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14173;Chemnitzer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14177;Freiberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14178;Vogtlandkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14182;Mittweida, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14188;Stollberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14193;Zwickauer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14262;Dresden, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14272;Bautzen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14280;Meißen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14286;Löbau-Zittau, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14290;Weißeritzkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
